Latitude,Longitude,Location,Municipality,Crash Type,Year,Crash Count,
49.14093,-122.828902,142 ST & 76 AVE,SURREY,PDO,2022,1,0
49.142775,-122.828974,142 ST & 77 AVE,SURREY,PDO,2022,1,0
49.155516,-122.828958,142 ST & 84 AVE,SURREY,Casualty,2018,2,0
49.155516,-122.828958,142 ST & 84 AVE,SURREY,Casualty,2019,2,0
49.155516,-122.828958,142 ST & 84 AVE,SURREY,Casualty,2020,1,0
49.155516,-122.828958,142 ST & 84 AVE,SURREY,Casualty,2021,2,0
49.155516,-122.828958,142 ST & 84 AVE,SURREY,Casualty,2022,1,0
49.155516,-122.828958,142 ST & 84 AVE,SURREY,PDO,2019,1,0
49.155516,-122.828958,142 ST & 84 AVE,SURREY,PDO,2021,2,0
49.156488,-122.82894,142 ST & 84A AVE,SURREY,PDO,2021,2,0
49.208548,-122.827705,142 ST & CURRIE DR & GROSVENOR RD,SURREY,PDO,2018,1,0
49.208548,-122.827705,142 ST & CURRIE DR & GROSVENOR RD,SURREY,PDO,2019,1,0
49.208548,-122.827705,142 ST & CURRIE DR & GROSVENOR RD,SURREY,PDO,2022,3,0
49.125659,-122.828801,142 ST & HYLAND RD,SURREY,PDO,2021,2,0
49.125659,-122.828801,142 ST & HYLAND RD,SURREY,Casualty,2019,4,0
49.125659,-122.828801,142 ST & HYLAND RD,SURREY,Casualty,2018,3,0
49.125659,-122.828801,142 ST & HYLAND RD,SURREY,Casualty,2020,1,0
49.125659,-122.828801,142 ST & HYLAND RD,SURREY,Casualty,2021,1,0
49.125659,-122.828801,142 ST & HYLAND RD,SURREY,Casualty,2022,3,0
49.125659,-122.828801,142 ST & HYLAND RD,SURREY,PDO,2018,1,0
49.125659,-122.828801,142 ST & HYLAND RD,SURREY,PDO,2022,4,0
49.213289,-122.826988,142 ST & KING RD & MCBRIDE DR,SURREY,PDO,2021,1,0
49.213289,-122.826988,142 ST & KING RD & MCBRIDE DR,SURREY,Casualty,2019,1,0
49.213289,-122.826988,142 ST & KING RD & MCBRIDE DR,SURREY,PDO,2018,1,0
49.031173,-122.828257,142 ST & NORTH BLUFF RD & PHOENIX ST,SURREY,Casualty,2020,1,0
49.031173,-122.828257,142 ST & NORTH BLUFF RD & PHOENIX ST,SURREY,Casualty,2021,1,0
49.031173,-122.828257,142 ST & NORTH BLUFF RD & PHOENIX ST,SURREY,Casualty,2022,2,0
49.031173,-122.828257,142 ST & NORTH BLUFF RD & PHOENIX ST,SURREY,PDO,2018,2,0
49.031173,-122.828257,142 ST & NORTH BLUFF RD & PHOENIX ST,SURREY,PDO,2019,2,0
49.031173,-122.828257,142 ST & NORTH BLUFF RD & PHOENIX ST,SURREY,PDO,2022,1,0
49.128218,-122.827357,142A ST & 69 AVE,SURREY,PDO,2018,1,0
49.158629,-122.827523,142A ST & 85B AVE,SURREY,PDO,2021,1,0
49.162833,-122.827711,142A ST & 88 AVE,SURREY,PDO,2021,4,0
49.162833,-122.827711,142A ST & 88 AVE,SURREY,Casualty,2018,6,0
49.162833,-122.827711,142A ST & 88 AVE,SURREY,Casualty,2019,7,0
49.162833,-122.827711,142A ST & 88 AVE,SURREY,Casualty,2020,8,0
49.162833,-122.827711,142A ST & 88 AVE,SURREY,Casualty,2021,6,0
49.162833,-122.827711,142A ST & 88 AVE,SURREY,Casualty,2022,1,0
49.162833,-122.827711,142A ST & 88 AVE,SURREY,PDO,2018,4,0
49.162833,-122.827711,142A ST & 88 AVE,SURREY,PDO,2019,4,0
49.162833,-122.827711,142A ST & 88 AVE,SURREY,PDO,2020,10,0
49.162833,-122.827711,142A ST & 88 AVE,SURREY,PDO,2022,5,0
49.165442,-122.828236,142A ST & 89A AVE,SURREY,Casualty,2019,1,0
49.166531,-122.828388,142A ST & 90 AVE,SURREY,PDO,2021,1,0
49.167445,-122.828368,142A ST & 90A AVE,SURREY,Casualty,2019,1,0
49.167445,-122.828368,142A ST & 90A AVE,SURREY,Casualty,2022,1,0
49.167445,-122.828368,142A ST & 90A AVE,SURREY,PDO,2019,1,0
49.167445,-122.828368,142A ST & 90A AVE,SURREY,PDO,2020,1,0
49.168694,-122.8275,142A ST & 91 AVE,SURREY,PDO,2022,1,0
49.067156,-122.827812,142A ST & CRESCENT RD,SURREY,PDO,2018,2,0
49.067156,-122.827812,142A ST & CRESCENT RD,SURREY,PDO,2021,2,0
49.152882,-122.827208,142B ST & 143 ST & 82 AVE & 82A AVE,SURREY,PDO,2019,1,0
49.116986,-122.826536,142B ST & 62B AVE,SURREY,Casualty,2019,1,0
49.060214,-122.826733,143 ST & 32 AVE,SURREY,PDO,2018,1,0
49.068031,-122.826016,143 ST & 36A AVE,SURREY,PDO,2021,1,0
49.114832,-122.82652,143 ST & 61B AVE,SURREY,PDO,2021,1,0
49.120781,-122.826661,143 ST & 64A AVE,SURREY,Casualty,2019,1,0
49.120781,-122.826661,143 ST & 64A AVE,SURREY,PDO,2022,1,0
49.129148,-122.826067,143 ST & 69A AVE,SURREY,Casualty,2018,1,0
49.130928,-122.826133,143 ST & 70A AVE,SURREY,PDO,2021,2,0
49.130928,-122.826133,143 ST & 70A AVE,SURREY,PDO,2018,2,0
49.13464,-122.826127,143 ST & 72A AVE,SURREY,Casualty,2018,1,0
49.13464,-122.826127,143 ST & 72A AVE,SURREY,PDO,2022,1,0
49.136392,-122.826103,143 ST & 73A AVE,SURREY,PDO,2019,1,0
49.139131,-122.827865,143 ST & 75 AVE,SURREY,Casualty,2019,1,0
49.155537,-122.826243,143 ST & 84 AVE,SURREY,Casualty,2020,2,0
49.155537,-122.826243,143 ST & 84 AVE,SURREY,PDO,2018,1,0
49.155537,-122.826243,143 ST & 84 AVE,SURREY,PDO,2020,1,0
49.158824,-122.826242,143 ST & 85B AVE,SURREY,Casualty,2019,1,0
49.160072,-122.826183,143 ST & 86A AVE,SURREY,PDO,2020,1,0
49.038416,-122.825307,143A ST & 20 AVE,SURREY,PDO,2020,1,0
49.038416,-122.825307,143A ST & 20 AVE,SURREY,PDO,2022,2,0
49.131832,-122.824814,143A ST & 71 AVE,SURREY,Casualty,2020,1,0
49.145043,-122.826184,143A ST & 78A AVE,SURREY,PDO,2020,1,0
49.168777,-122.824937,143A ST & 91A AVE,SURREY,Casualty,2022,1,0
49.206759,-122.825106,143A ST & GLADSTONE DR,SURREY,Casualty,2021,1,0
49.20466,-122.82513,143A ST & KINDERSLEY DR,SURREY,Casualty,2020,1,0
49.20466,-122.82513,143A ST & KINDERSLEY DR,SURREY,PDO,2019,1,0
49.203459,-122.825141,143A ST & PARK DR,SURREY,PDO,2018,1,0
49.140045,-122.824538,143B ST & 143C ST & 75A AVE,SURREY,PDO,2022,1,0
49.138215,-122.825742,143B ST & 74A AVE,SURREY,PDO,2019,1,0
49.032084,-122.823263,144 ST & 16A AVE,SURREY,PDO,2020,1,0
49.033006,-122.823283,144 ST & 17 AVE,SURREY,PDO,2018,1,0
49.037242,-122.823279,144 ST & 19A AVE,SURREY,PDO,2021,1,0
49.038425,-122.823228,144 ST & 20 AVE,SURREY,PDO,2021,1,0
49.038425,-122.823228,144 ST & 20 AVE,SURREY,Casualty,2020,1,0
49.038425,-122.823228,144 ST & 20 AVE,SURREY,Casualty,2021,1,0
49.038425,-122.823228,144 ST & 20 AVE,SURREY,PDO,2018,1,0
49.038425,-122.823228,144 ST & 20 AVE,SURREY,PDO,2019,1,0
49.038425,-122.823228,144 ST & 20 AVE,SURREY,PDO,2020,1,0
49.045681,-122.823256,144 ST & 24 AVE,SURREY,PDO,2021,4,0
49.045681,-122.823256,144 ST & 24 AVE,SURREY,Casualty,2018,2,0
49.045681,-122.823256,144 ST & 24 AVE,SURREY,Casualty,2019,2,0
49.045681,-122.823256,144 ST & 24 AVE,SURREY,Casualty,2020,1,0
49.045681,-122.823256,144 ST & 24 AVE,SURREY,Casualty,2022,2,0
49.045681,-122.823256,144 ST & 24 AVE,SURREY,PDO,2018,4,0
49.045681,-122.823256,144 ST & 24 AVE,SURREY,PDO,2019,2,0
49.045681,-122.823256,144 ST & 24 AVE,SURREY,PDO,2020,3,0
49.045681,-122.823256,144 ST & 24 AVE,SURREY,PDO,2022,5,0
49.047679,-122.82324,144 ST & 25 AVE,SURREY,PDO,2018,1,0
49.052962,-122.823185,144 ST & 28 AVE,SURREY,Casualty,2018,1,0
49.052962,-122.823185,144 ST & 28 AVE,SURREY,Casualty,2022,1,0
49.052962,-122.823185,144 ST & 28 AVE,SURREY,PDO,2018,2,0
49.052962,-122.823185,144 ST & 28 AVE,SURREY,PDO,2019,1,0
49.052962,-122.823185,144 ST & 28 AVE,SURREY,PDO,2020,1,0
49.052962,-122.823185,144 ST & 28 AVE,SURREY,PDO,2022,2,0
49.128911,-122.890372,120 ST,SURREY,Casualty,2022,5,
49.054348,-122.823288,144 ST & 29 AVE,SURREY,PDO,2019,1,0
49.054348,-122.823288,144 ST & 29 AVE,SURREY,PDO,2022,1,0
49.056712,-122.823292,144 ST & 30 AVE,SURREY,PDO,2022,1,0
49.060213,-122.823291,144 ST & 32 AVE,SURREY,Casualty,2018,2,0
49.060213,-122.823291,144 ST & 32 AVE,SURREY,Casualty,2019,1,0
49.060213,-122.823291,144 ST & 32 AVE,SURREY,Casualty,2020,2,0
49.060213,-122.823291,144 ST & 32 AVE,SURREY,Casualty,2021,1,0
49.060213,-122.823291,144 ST & 32 AVE,SURREY,Casualty,2022,1,0
49.060213,-122.823291,144 ST & 32 AVE,SURREY,PDO,2018,1,0
49.060213,-122.823291,144 ST & 32 AVE,SURREY,PDO,2019,3,0
49.060213,-122.823291,144 ST & 32 AVE,SURREY,PDO,2020,2,0
49.060213,-122.823291,144 ST & 32 AVE,SURREY,PDO,2021,2,0
49.060213,-122.823291,144 ST & 32 AVE,SURREY,PDO,2022,3,0
49.06391,-122.823269,144 ST & 34 AVE & TURNING LANE,SURREY,Casualty,2018,2,0
49.06391,-122.823269,144 ST & 34 AVE & TURNING LANE,SURREY,PDO,2018,2,0
49.06391,-122.823269,144 ST & 34 AVE & TURNING LANE,SURREY,PDO,2021,1,0
49.06391,-122.823269,144 ST & 34 AVE & TURNING LANE,SURREY,PDO,2022,1,0
49.104545,-122.823441,144 ST & 56 AVE,SURREY,Casualty,2019,12,0
49.104545,-122.823441,144 ST & 56 AVE,SURREY,Casualty,2018,23,0
49.104545,-122.823441,144 ST & 56 AVE,SURREY,Casualty,2020,14,0
49.104545,-122.823441,144 ST & 56 AVE,SURREY,Casualty,2021,24,0
49.104545,-122.823441,144 ST & 56 AVE,SURREY,Casualty,2022,19,0
49.104545,-122.823441,144 ST & 56 AVE,SURREY,PDO,2018,16,0
49.104545,-122.823441,144 ST & 56 AVE,SURREY,PDO,2019,13,0
49.104545,-122.823441,144 ST & 56 AVE,SURREY,PDO,2020,9,0
49.104545,-122.823441,144 ST & 56 AVE,SURREY,PDO,2021,19,0
49.104545,-122.823441,144 ST & 56 AVE,SURREY,PDO,2022,24,0
49.10636,-122.823436,144 ST & 57 AVE,SURREY,Casualty,2020,1,0
49.10636,-122.823436,144 ST & 57 AVE,SURREY,Casualty,2021,1,0
49.10636,-122.823436,144 ST & 57 AVE,SURREY,PDO,2018,1,0
49.10636,-122.823436,144 ST & 57 AVE,SURREY,PDO,2022,2,0
49.108205,-122.823426,144 ST & 58 AVE,SURREY,Casualty,2019,2,0
49.108205,-122.823426,144 ST & 58 AVE,SURREY,Casualty,2018,1,0
49.108205,-122.823426,144 ST & 58 AVE,SURREY,Casualty,2021,1,0
49.108205,-122.823426,144 ST & 58 AVE,SURREY,Casualty,2022,1,0
49.108205,-122.823426,144 ST & 58 AVE,SURREY,PDO,2018,1,0
49.108205,-122.823426,144 ST & 58 AVE,SURREY,PDO,2019,2,0
49.111815,-122.823342,144 ST & 60 AVE,SURREY,PDO,2021,6,0
49.111815,-122.823342,144 ST & 60 AVE,SURREY,Casualty,2019,4,0
49.111815,-122.823342,144 ST & 60 AVE,SURREY,Casualty,2018,5,0
49.111815,-122.823342,144 ST & 60 AVE,SURREY,Casualty,2020,6,0
49.111815,-122.823342,144 ST & 60 AVE,SURREY,Casualty,2021,7,0
49.111815,-122.823342,144 ST & 60 AVE,SURREY,Casualty,2022,8,0
49.111815,-122.823342,144 ST & 60 AVE,SURREY,PDO,2018,4,0
49.111815,-122.823342,144 ST & 60 AVE,SURREY,PDO,2019,1,0
49.111815,-122.823342,144 ST & 60 AVE,SURREY,PDO,2020,3,0
49.111815,-122.823342,144 ST & 60 AVE,SURREY,PDO,2022,3,0
49.114586,-122.82331,144 ST & 61A AVE,SURREY,Casualty,2019,1,0
49.114586,-122.82331,144 ST & 61A AVE,SURREY,Casualty,2018,1,0
49.114586,-122.82331,144 ST & 61A AVE,SURREY,Casualty,2020,5,0
49.114586,-122.82331,144 ST & 61A AVE,SURREY,Casualty,2021,3,0
49.114586,-122.82331,144 ST & 61A AVE,SURREY,Casualty,2022,2,0
49.114586,-122.82331,144 ST & 61A AVE,SURREY,PDO,2019,1,0
49.114586,-122.82331,144 ST & 61A AVE,SURREY,PDO,2020,1,0
49.114586,-122.82331,144 ST & 61A AVE,SURREY,PDO,2021,2,0
49.114586,-122.82331,144 ST & 61A AVE,SURREY,PDO,2022,1,0
49.118089,-122.823284,144 ST & 63A AVE,SURREY,Casualty,2018,1,0
49.118089,-122.823284,144 ST & 63A AVE,SURREY,Casualty,2020,1,0
49.118089,-122.823284,144 ST & 63A AVE,SURREY,Casualty,2021,2,0
49.118089,-122.823284,144 ST & 63A AVE,SURREY,Casualty,2022,1,0
49.118089,-122.823284,144 ST & 63A AVE,SURREY,PDO,2018,2,0
49.118089,-122.823284,144 ST & 63A AVE,SURREY,PDO,2019,2,0
49.118089,-122.823284,144 ST & 63A AVE,SURREY,PDO,2021,3,0
49.119128,-122.823275,144 ST & 64 AVE,SURREY,PDO,2021,32,0
49.119128,-122.823275,144 ST & 64 AVE,SURREY,Casualty,2018,42,0
49.119128,-122.823275,144 ST & 64 AVE,SURREY,Casualty,2019,33,0
49.119128,-122.823275,144 ST & 64 AVE,SURREY,Casualty,2020,26,0
49.119128,-122.823275,144 ST & 64 AVE,SURREY,Casualty,2021,41,0
49.119128,-122.823275,144 ST & 64 AVE,SURREY,Casualty,2022,37,0
49.119128,-122.823275,144 ST & 64 AVE,SURREY,PDO,2018,25,0
49.119128,-122.823275,144 ST & 64 AVE,SURREY,PDO,2019,38,0
49.119128,-122.823275,144 ST & 64 AVE,SURREY,PDO,2020,25,0
49.119128,-122.823275,144 ST & 64 AVE,SURREY,PDO,2022,36,0
49.121083,-122.823288,144 ST & 65 AVE,SURREY,Casualty,2018,2,0
49.121083,-122.823288,144 ST & 65 AVE,SURREY,Casualty,2019,4,0
49.121083,-122.823288,144 ST & 65 AVE,SURREY,Casualty,2020,2,0
49.121083,-122.823288,144 ST & 65 AVE,SURREY,Casualty,2021,1,0
49.121083,-122.823288,144 ST & 65 AVE,SURREY,Casualty,2022,1,0
49.121083,-122.823288,144 ST & 65 AVE,SURREY,PDO,2021,1,0
49.12274,-122.823318,144 ST & 66 AVE,SURREY,PDO,2021,3,0
49.12274,-122.823318,144 ST & 66 AVE,SURREY,Casualty,2019,4,0
49.12274,-122.823318,144 ST & 66 AVE,SURREY,Casualty,2018,1,0
49.12274,-122.823318,144 ST & 66 AVE,SURREY,Casualty,2020,1,0
49.12274,-122.823318,144 ST & 66 AVE,SURREY,Casualty,2021,4,0
49.12274,-122.823318,144 ST & 66 AVE,SURREY,Casualty,2022,4,0
49.12274,-122.823318,144 ST & 66 AVE,SURREY,PDO,2018,4,0
49.12274,-122.823318,144 ST & 66 AVE,SURREY,PDO,2020,1,0
49.12274,-122.823318,144 ST & 66 AVE,SURREY,PDO,2022,2,0
49.125185,-122.823302,144 ST & 67A AVE,SURREY,Casualty,2018,1,0
49.125185,-122.823302,144 ST & 67A AVE,SURREY,Casualty,2019,2,0
49.125185,-122.823302,144 ST & 67A AVE,SURREY,Casualty,2021,1,0
49.125185,-122.823302,144 ST & 67A AVE,SURREY,Casualty,2022,1,0
49.125185,-122.823302,144 ST & 67A AVE,SURREY,PDO,2019,1,0
49.125185,-122.823302,144 ST & 67A AVE,SURREY,PDO,2021,1,0
49.125185,-122.823302,144 ST & 67A AVE,SURREY,PDO,2022,1,0
49.126204,-122.823309,144 ST & 68 AVE,SURREY,Casualty,2019,8,0
49.126204,-122.823309,144 ST & 68 AVE,SURREY,Casualty,2018,11,0
49.126204,-122.823309,144 ST & 68 AVE,SURREY,Casualty,2020,2,0
49.126204,-122.823309,144 ST & 68 AVE,SURREY,Casualty,2021,3,0
49.126204,-122.823309,144 ST & 68 AVE,SURREY,Casualty,2022,3,0
49.126204,-122.823309,144 ST & 68 AVE,SURREY,PDO,2018,4,0
49.126204,-122.823309,144 ST & 68 AVE,SURREY,PDO,2019,4,0
49.126204,-122.823309,144 ST & 68 AVE,SURREY,PDO,2020,2,0
49.126204,-122.823309,144 ST & 68 AVE,SURREY,PDO,2021,4,0
49.126204,-122.823309,144 ST & 68 AVE,SURREY,PDO,2022,4,0
49.127178,-122.823318,144 ST & 68A AVE,SURREY,Casualty,2018,2,0
49.127178,-122.823318,144 ST & 68A AVE,SURREY,Casualty,2019,4,0
49.127178,-122.823318,144 ST & 68A AVE,SURREY,Casualty,2020,2,0
49.127178,-122.823318,144 ST & 68A AVE,SURREY,Casualty,2021,3,0
49.127178,-122.823318,144 ST & 68A AVE,SURREY,Casualty,2022,2,0
49.127178,-122.823318,144 ST & 68A AVE,SURREY,PDO,2018,2,0
49.127178,-122.823318,144 ST & 68A AVE,SURREY,PDO,2019,3,0
49.127178,-122.823318,144 ST & 68A AVE,SURREY,PDO,2020,1,0
49.127178,-122.823318,144 ST & 68A AVE,SURREY,PDO,2021,3,0
49.127178,-122.823318,144 ST & 68A AVE,SURREY,PDO,2022,4,0
49.127695,-122.823312,144 ST & 68B AVE,SURREY,Casualty,2019,3,0
49.127695,-122.823312,144 ST & 68B AVE,SURREY,Casualty,2020,1,0
49.127695,-122.823312,144 ST & 68B AVE,SURREY,Casualty,2021,2,0
49.127695,-122.823312,144 ST & 68B AVE,SURREY,PDO,2020,1,0
49.127695,-122.823312,144 ST & 68B AVE,SURREY,PDO,2022,1,0
49.129492,-122.823343,144 ST & 69B AVE,SURREY,Casualty,2020,2,0
49.129492,-122.823343,144 ST & 69B AVE,SURREY,Casualty,2021,1,0
49.129492,-122.823343,144 ST & 69B AVE,SURREY,PDO,2022,2,0
49.130907,-122.82336,144 ST & 70A AVE,SURREY,Casualty,2019,5,0
49.130907,-122.82336,144 ST & 70A AVE,SURREY,Casualty,2018,7,0
49.130907,-122.82336,144 ST & 70A AVE,SURREY,Casualty,2021,3,0
49.130907,-122.82336,144 ST & 70A AVE,SURREY,Casualty,2022,3,0
49.130907,-122.82336,144 ST & 70A AVE,SURREY,PDO,2019,1,0
49.130907,-122.82336,144 ST & 70A AVE,SURREY,PDO,2020,2,0
49.130907,-122.82336,144 ST & 70A AVE,SURREY,PDO,2021,5,0
49.130907,-122.82336,144 ST & 70A AVE,SURREY,PDO,2022,2,0
49.133735,-122.823337,144 ST & 72 AVE,SURREY,Casualty,2019,42,0
49.133735,-122.823337,144 ST & 72 AVE,SURREY,Casualty,2018,53,0
49.133735,-122.823337,144 ST & 72 AVE,SURREY,Casualty,2020,34,0
49.133735,-122.823337,144 ST & 72 AVE,SURREY,Casualty,2021,44,0
49.133735,-122.823337,144 ST & 72 AVE,SURREY,Casualty,2022,47,0
49.133735,-122.823337,144 ST & 72 AVE,SURREY,PDO,2018,46,0
49.133735,-122.823337,144 ST & 72 AVE,SURREY,PDO,2019,26,0
49.133735,-122.823337,144 ST & 72 AVE,SURREY,PDO,2020,21,0
49.133735,-122.823337,144 ST & 72 AVE,SURREY,PDO,2021,22,0
49.133735,-122.823337,144 ST & 72 AVE,SURREY,PDO,2022,50,0
49.134648,-122.823345,144 ST & 72A AVE,SURREY,Casualty,2018,3,0
49.134648,-122.823345,144 ST & 72A AVE,SURREY,Casualty,2019,3,0
49.134648,-122.823345,144 ST & 72A AVE,SURREY,Casualty,2021,2,0
49.134648,-122.823345,144 ST & 72A AVE,SURREY,Casualty,2022,2,0
49.134648,-122.823345,144 ST & 72A AVE,SURREY,PDO,2019,3,0
49.134648,-122.823345,144 ST & 72A AVE,SURREY,PDO,2020,3,0
49.134648,-122.823345,144 ST & 72A AVE,SURREY,PDO,2021,5,0
49.134648,-122.823345,144 ST & 72A AVE,SURREY,PDO,2022,5,0
49.137345,-122.823359,144 ST & 74 AVE,SURREY,Casualty,2018,4,0
49.137345,-122.823359,144 ST & 74 AVE,SURREY,Casualty,2019,7,0
49.137345,-122.823359,144 ST & 74 AVE,SURREY,Casualty,2020,4,0
49.137345,-122.823359,144 ST & 74 AVE,SURREY,Casualty,2021,5,0
49.137345,-122.823359,144 ST & 74 AVE,SURREY,Casualty,2022,3,0
49.137345,-122.823359,144 ST & 74 AVE,SURREY,PDO,2018,2,0
49.137345,-122.823359,144 ST & 74 AVE,SURREY,PDO,2019,3,0
49.137345,-122.823359,144 ST & 74 AVE,SURREY,PDO,2021,3,0
49.137345,-122.823359,144 ST & 74 AVE,SURREY,PDO,2022,7,0
49.138231,-122.823363,144 ST & 74A AVE,SURREY,Casualty,2018,2,0
49.138231,-122.823363,144 ST & 74A AVE,SURREY,Casualty,2019,1,0
49.138231,-122.823363,144 ST & 74A AVE,SURREY,Casualty,2020,1,0
49.138231,-122.823363,144 ST & 74A AVE,SURREY,Casualty,2022,1,0
49.138231,-122.823363,144 ST & 74A AVE,SURREY,PDO,2018,1,0
49.138231,-122.823363,144 ST & 74A AVE,SURREY,PDO,2019,1,0
49.138231,-122.823363,144 ST & 74A AVE,SURREY,PDO,2020,1,0
49.138231,-122.823363,144 ST & 74A AVE,SURREY,PDO,2022,2,0
49.140056,-122.823389,144 ST & 75A AVE,SURREY,PDO,2021,1,0
49.140056,-122.823389,144 ST & 75A AVE,SURREY,Casualty,2018,2,0
49.140056,-122.823389,144 ST & 75A AVE,SURREY,Casualty,2019,3,0
49.140056,-122.823389,144 ST & 75A AVE,SURREY,Casualty,2021,3,0
49.141001,-122.823397,144 ST & 76 AVE,SURREY,Casualty,2018,11,0
49.141001,-122.823397,144 ST & 76 AVE,SURREY,Casualty,2019,8,0
49.141001,-122.823397,144 ST & 76 AVE,SURREY,Casualty,2020,11,0
49.141001,-122.823397,144 ST & 76 AVE,SURREY,Casualty,2021,8,0
49.141001,-122.823397,144 ST & 76 AVE,SURREY,Casualty,2022,6,0
49.141001,-122.823397,144 ST & 76 AVE,SURREY,PDO,2018,13,0
49.141001,-122.823397,144 ST & 76 AVE,SURREY,PDO,2019,4,0
49.141001,-122.823397,144 ST & 76 AVE,SURREY,PDO,2020,3,0
49.141001,-122.823397,144 ST & 76 AVE,SURREY,PDO,2021,6,0
49.141001,-122.823397,144 ST & 76 AVE,SURREY,PDO,2022,9,0
49.142345,-122.823401,144 ST & 77 AVE,SURREY,Casualty,2020,2,0
49.142345,-122.823401,144 ST & 77 AVE,SURREY,Casualty,2021,1,0
49.142345,-122.823401,144 ST & 77 AVE,SURREY,Casualty,2022,2,0
49.142345,-122.823401,144 ST & 77 AVE,SURREY,PDO,2019,1,0
49.142345,-122.823401,144 ST & 77 AVE,SURREY,PDO,2021,2,0
49.142345,-122.823401,144 ST & 77 AVE,SURREY,PDO,2022,1,0
49.14323,-122.823398,144 ST & 77A AVE,SURREY,Casualty,2018,2,0
49.14323,-122.823398,144 ST & 77A AVE,SURREY,Casualty,2020,2,0
49.14323,-122.823398,144 ST & 77A AVE,SURREY,Casualty,2021,1,0
49.14323,-122.823398,144 ST & 77A AVE,SURREY,Casualty,2022,1,0
49.14323,-122.823398,144 ST & 77A AVE,SURREY,PDO,2019,1,0
49.14323,-122.823398,144 ST & 77A AVE,SURREY,PDO,2021,1,0
49.14323,-122.823398,144 ST & 77A AVE,SURREY,PDO,2022,2,0
49.144393,-122.823415,144 ST & 78 AVE,SURREY,PDO,2021,2,0
49.144393,-122.823415,144 ST & 78 AVE,SURREY,Casualty,2018,1,0
49.144393,-122.823415,144 ST & 78 AVE,SURREY,Casualty,2019,1,0
49.144393,-122.823415,144 ST & 78 AVE,SURREY,Casualty,2020,2,0
49.144393,-122.823415,144 ST & 78 AVE,SURREY,Casualty,2021,2,0
49.144393,-122.823415,144 ST & 78 AVE,SURREY,Casualty,2022,3,0
49.144393,-122.823415,144 ST & 78 AVE,SURREY,PDO,2018,4,0
49.144393,-122.823415,144 ST & 78 AVE,SURREY,PDO,2019,1,0
49.145082,-122.823423,144 ST & 78A AVE,SURREY,Casualty,2018,8,0
49.145082,-122.823423,144 ST & 78A AVE,SURREY,Casualty,2021,1,0
49.145082,-122.823423,144 ST & 78A AVE,SURREY,Casualty,2022,2,0
49.145082,-122.823423,144 ST & 78A AVE,SURREY,PDO,2021,1,0
49.145082,-122.823423,144 ST & 78A AVE,SURREY,PDO,2022,3,0
49.146112,-122.823411,144 ST & 79 AVE,SURREY,Casualty,2019,1,0
49.146112,-122.823411,144 ST & 79 AVE,SURREY,Casualty,2021,1,0
49.146112,-122.823411,144 ST & 79 AVE,SURREY,Casualty,2022,1,0
49.146112,-122.823411,144 ST & 79 AVE,SURREY,PDO,2021,1,0
49.148239,-122.823433,144 ST & 80 AVE & HAWKSTREAM DR,SURREY,Casualty,2018,1,0
49.148239,-122.823433,144 ST & 80 AVE & HAWKSTREAM DR,SURREY,Casualty,2019,1,0
49.148239,-122.823433,144 ST & 80 AVE & HAWKSTREAM DR,SURREY,Casualty,2022,2,0
49.148239,-122.823433,144 ST & 80 AVE & HAWKSTREAM DR,SURREY,PDO,2018,1,0
49.148239,-122.823433,144 ST & 80 AVE & HAWKSTREAM DR,SURREY,PDO,2019,1,0
49.148239,-122.823433,144 ST & 80 AVE & HAWKSTREAM DR,SURREY,PDO,2020,1,0
49.148239,-122.823433,144 ST & 80 AVE & HAWKSTREAM DR,SURREY,PDO,2021,2,0
49.148239,-122.823433,144 ST & 80 AVE & HAWKSTREAM DR,SURREY,PDO,2022,2,0
49.150914,-122.823406,144 ST & 81A AVE,SURREY,Casualty,2019,1,0
49.150914,-122.823406,144 ST & 81A AVE,SURREY,PDO,2018,1,0
49.152376,-122.823391,144 ST & 82 AVE,SURREY,Casualty,2018,3,0
49.152376,-122.823391,144 ST & 82 AVE,SURREY,Casualty,2019,1,0
49.152376,-122.823391,144 ST & 82 AVE,SURREY,Casualty,2021,2,0
49.152376,-122.823391,144 ST & 82 AVE,SURREY,PDO,2018,1,0
49.152376,-122.823391,144 ST & 82 AVE,SURREY,PDO,2019,1,0
49.153084,-122.823387,144 ST & 82A AVE,SURREY,Casualty,2018,1,0
49.153084,-122.823387,144 ST & 82A AVE,SURREY,Casualty,2019,1,0
49.153084,-122.823387,144 ST & 82A AVE,SURREY,Casualty,2020,1,0
49.153084,-122.823387,144 ST & 82A AVE,SURREY,Casualty,2021,3,0
49.153084,-122.823387,144 ST & 82A AVE,SURREY,Casualty,2022,1,0
49.153084,-122.823387,144 ST & 82A AVE,SURREY,PDO,2018,1,0
49.153084,-122.823387,144 ST & 82A AVE,SURREY,PDO,2020,2,0
49.153084,-122.823387,144 ST & 82A AVE,SURREY,PDO,2021,2,0
49.154031,-122.823374,144 ST & 83 AVE,SURREY,Casualty,2018,1,0
49.154031,-122.823374,144 ST & 83 AVE,SURREY,Casualty,2019,3,0
49.154031,-122.823374,144 ST & 83 AVE,SURREY,PDO,2020,2,0
49.155548,-122.823347,144 ST & 84 AVE,SURREY,PDO,2021,6,0
49.155548,-122.823347,144 ST & 84 AVE,SURREY,Casualty,2018,8,0
